1095,CROWLEYS RIDGE COLLEGE,AR,Paragould,72450
1086,UNIVERSITY ARKANSAS-PINE BL,AR,Pine Bluff,71601
1089,ARKANSAS TECH UNIVERSITY,AR,Russelville,72801
1097,HARDING UNIVERSITY MAIN CAMPUS,AR,Searcy,72149-0001
1100,JOHN BROWN UNIVERSITY,AR,Siloam Springs,72761
1090,ARKANSAS STATE UNIVERSITY-MAIN,AR,State University,72467
1106,WILLIAMS BAPTIST COLLEGE,AR,Walnut Ridge,72476
023482,MID-SOUTH COMM COLLEGE,AR,West Memphis,72301
0020,AMERICAN SAMOA COMMUNITY COLL,AS,Pago Pago Samoa,96799
0030722,CHANDLER-GILBERT COM COLLEGE,AZ,Chandler,85225
7283,CENTRAL ARIZONA COLLEGE,AZ,Coolidge,85228
4122,CENTRAL ARIZONA COLLEGE,AZ,Coolidge,85228
1072,COCHISE COLLEGE,AZ,Douglas,85607
31004,COCONINO COUNTY COMMUNITY COLLEGE,AZ,Flagstaff,86001
1082,NORTHERN ARIZONA U,AZ,Flagstaff,86011
1070,AM GRAD SCH MGMT-THUNDERBIR,AZ,Glendale,85306
010847,AZ AUTOMOTIVE INSTITUTE,AZ,Glendale,85301
1076,GLENDALE COMMUNITY COLLEGE,AZ,Glendale,85302
011862,NORTHLAND PIONEER C,AZ,Holbrook,86025
011864,MOHAVE CMTY COLL,AZ,Kingman,86409
1077,MESA COMMUNITY COLLEGE,AZ,Mesa,85202
021999,AMERICAN INDIAN BIBLE COLLEGE,AZ,Pheonix,85021
029142,ARIZONA COLLEGE BIBLE,AZ,Phoenix,85021
022000,ARIZONA COLLEGE BIBLE,AZ,Phoenix,85021
8303,GATEWAY COM COLL,AZ,Phoenix,85034
1074,GRAND CANYON UNIVERSITY,AZ,Phoenix,85017
026236,PARADISE VALLEY COM COL,AZ,Phoenix,85032
1078,PHOENIX COLLEGE,AZ,Phoenix,85013
4734,SOUTH MOUNTAIN CMTY COLLEGE,AZ,Phoenix,85040
021466,SOUTH MOUNTAIN COM COL,AZ,Phoenix,88040
7113,SOUTHWSTRN COLLEGE,AZ,Phoenix,85032
020988,UNIVERSITY PHOENIX,AZ,Phoenix,85040
021715,WESTERN INTERNATIONAL UNIV,AZ,Phoenix,85021
666122,NORTHCENTRAL UNIV,AZ,Prescott,86314
020653,PRESCOTT COLLEGE,AZ,Prescott,86301
1079,YAVAPAI COLLEGE,AZ,Prescott,86301
025332,FRANK LLOYD WRIGHT SCH ARCH,AZ,Scottsdale,85261
8304,SCOTTSDALE COMMUNITY COLLEGE,AZ,Scottsdale,85256
4755,SCOTTSDALE COMMUNITY COLLEGE,AZ,Scottsdale,85250
1081,ARIZONA STATE UNIVERSITY,AZ,Tempe,85287
020652,ITT TECHNICAL INSTITIUTE,AZ,Tempe,85282
1076,MARICOPA COUNTY COMMUNITY COLLEGE,AZ,Tempe,85281-6941
021775,RIO SALADO COLLEGE,AZ,Tempe,85281
4297,EASTERN ARIZONA COLLEGE,AZ,Thatcher,85552
1073,EASTERN ARIZONA COLLEGE,AZ,Thatcher,85552
8246,DINE COLLEGE,AZ,Tsaile,86556
4550,NAVAJO COMMUNITY COLLEGE,AZ,Tsaile,86556
9451,CHAPARRAL CAREER COLLEGE,AZ,Tucson,85712
023611,ITT TECHNICAL INSTITUTE,AZ,Tucson,85714
1083,UNIVERSITY ARIZONA,AZ,Tucson,85721
7266,PIMA COMMUNITY COLLEGE,AZ,Tuscon,85709
1071,ARIZONA WESTERN COLLEGE,AZ,Yuma,85336
9844,CAL SCH PROF PSYC-BERKELEY,CA,Alameda,94501
4118,COLLEGE ALAMEDA,CA,Alameda,94501
6720,COLLEGE ALAMEDA,CA,Alameda,94501
010013,CAL SCHOOL PROF PSYC LA,CA,Alhambra,91803
023219,ITT TECHNICAL INSTITUTE,CA,Anaheim,92801
1124,CABRILLO COLLEGE,CA,Aptos,95003
1149,HUMBOLDT STATE UNIVERSITY,CA,Arcata,95521
1117,AZUSA PACIFIC UNIVERSITY,CA,Azusa,91702
1118,BAKERSFIELD COLLEGE,CA,Bakersfield,93305
7993,CALIF ST UNIV BAKERS,CA,Bakersfield,93311
1119,BARSTOW COLLEGE,CA,Barstow,92311
4020,BARSTOW COMMUNITY COLLEGE,CA,Barstow,92311
1179,NOTRE DAME DE NAMUR UNIVERSITY,CA,Belmont,94002
011792,FRANCISCAN SCH THEOLOGY,CA,Berkeley,94709
1207,GRADUATE THEOLOGICAL UNION,CA,Berkeley,94709
010333,JESUIT SCH THEOL-BERKELEY,CA,Berkeley,94709
1254,PACIFIC LUTHERAN THEOL SEMINAR,CA,Berkeley,94708
1256,PACIFIC SCHOOL RELIGION,CA,Berkeley,94709
4080,STARR KING SCHOOL FOR MINISTRY,CA,Berkeley,94709
1312,UNIVERSITY CALIF-BERKELEY,CA,Berkeley,94720
8846,"WRIGHT INSTITUTE,",CA,Berkeley,94704
1120,AMERICAN BAPTIST SEMINARY-WEST,CA,Berkley,94704
1115,ARMSTRONG UNIVERSITY,CA,Berkley,94704
1165,CHURCH DIVINITY SCH PACIFIC,CA,Berkley,94709
1296,DOMINICAN SCH PHIL THEOL,CA,Berkley,94708
1259,PALO VERDE COLLEGE,CA,Blythe,92225
4603,PALO VERDE COLLEGE,CA,Blythe,92225
1343,WOODBURY UNIVERSITY,CA,Burbank,91510
1299,SAINT JOHNS SEMINARY COLLEGE,CA,Camarillo,93012
1141,CALIFORNIA STATE UNIV-DOM. HLS,CA,Carson,90747
1146,CALIFORNIA STATE UNIV-CHICO,CA,Chico,95929
0421,PACIFIC COAST COLLEGE,CA,Chula Vista,91911
1294,SOUTHWESTERN COLLEGE,CA,Chula Vista,91910
6803,DEVRY INSTITUTE TECHNOLOGY,CA,City of Industry,91746
1169,CLAREMONT GRADUATE UNIVERSITY,CA,Claremont,91711
1170,CLAREMONT MCKENNA COLLEGE,CA,Claremont,91711
1171,HARVEY MUDD COLLEGE,CA,Claremont,91711
1172,PITZER COLLEGE,CA,Claremont,91711
1173,POMONA COLLEGE,CA,Claremont,91711
1288,SCHOOL THEOLOGY-CLAREMONT,CA,Claremont,91711
1174,SCRIPPS COLLEGE,CA,Claremont,91711
025000,SAN JOAQUIN COLLEGE LAW,CA,Clovis,93612
1176,WEST HILLS COMM COLLEGE,CA,Coalings,93210
4078,COMPTON COMMUNITY COLLEGE,CA,Compton,90221
4095,DOMINQUEZ SEM CLARENTIAN JR SE,CA,Compton,90220
1188,EL CAMINO COLLEGE COMPTON CENTER,CA,Compton,90221
1250,ORANGE COAST COLLEGE,CA,Costa Mesa,92628
4584,ORANGE COAST COLLEGE,CA,Costa Mesa,92626
1293,VANGUARD UNIVE SO CALF.,CA,Costa Mesa,92626
8596,WEST LOS ANGELES COL,CA,Culver City,90230
4286,DE ANZA COLLEGE,CA,Cupertino,95014
4480,DE ANZA COLLEGE,CA,Cupertino,95014
1193,CYPRESS COLLEGE,CA,Cypress,90630
4104,CYPRESS COLLEGE,CA,Cypress,90630
010229,D - Q UNIVERSITY,CA,Davis,95617
1313,UNIVERSITY CALIF-DAVIS,CA,Davis,95616
012031,CHRISTIAN HERITAGE C,CA,El Cajon,92010
021113,CUYAMACA COLLEGE,CA,El Cajon,92019
4252,CUYAMACA COLLEGE,CA,El Cajon,92019
1208,GROSSMONT COLLEGE,CA,El Cajon,92020
4334,GROSSMONT COMMUNITY COLLEGE,CA,El Cajon,92020
022768,WESTMINISTER THEOL SEMINARY,CA,Escondido,92027
4100,COLLEGE REDWOODS,CA,Eureka,95501
1292,SOLANO COUNTY COM COLLEGE,CA,Fairfield,94534
020635,COASTLINE COMMUNITY COLLEGE,CA,Fountain Valley,92708
4481,OHLONE COLLEGE,CA,Fremont,94539
011881,CAL SCHOOL PROF PSYC-FRESNO,CA,Fresno,93721
1147,CALIFORNIA STATE UNIV-FRESNO,CA,Fresno,93740
1307,FRESNO CITY COLLEGE,CA,Fresno,93741
1253,FRESNO PACIFIC COLLEGE,CA,Fresno,93702
010368,MENNONITE BRETHREN BIBLICAL SE,CA,Fresno,93727
9818,WEST COAST CHRSTN CL,CA,Fresno,93710
1137,CALIF STATE U-FULLERTON,CA,Fullerton,92634
1201,FULLERTON COLLEGE,CA,Fullerton,92832
1252,HOPE INTERNATIONAL UNIVERSITY,CA,Fullerton,92631
1230,SOUTHERN CAL COL OPTOMETRY,CA,Fullerton,92831
010832,WESTRN ST UNIV LAW,CA,Fullerton,92631
1202,GAVILAN COLLEGE,CA,Gilroy,95020
4678,GAVILAN COMMUNITY COLL,CA,Gilroy,95020
1203,GLENDALE COMMUNITY COLLEGE,CA,Glendale,91208
1166,CITRUS COLLEGE,CA,Glendora,91741
1138,CALIFORNIA STATE UNIV-HAYWARD,CA,Hayward,94542
1162,CHABOT COLLEGE,CA,Hayward,94545
8532,HEALD BUSINESS COLL-HAYWARD,CA,Hayward,94545
022285,LIFE CHIROPRACTIC COLL WEST,CA,Hayward,94545
1206,GOLDEN WEST COLLEGE,CA,Huntington Beach,92647
1214,IMPERIAL VALLEY COLLEGE,CA,Imperial,92251
020705,CHRIST COLLEGE IRVINE,CA,Irvine,92612
025395,IRVINE VALLEY COLLEGE,CA,Irvine,92618
029477,IRVINE VALLEY COLLEGE,CA,Irvine,92720
1314,UNIVERSITY CALIF-IRVINE,CA,Irvine,92697
1178,COLLEGE MARIN-INDIAN VLY,CA,Kentfield,94904
1317,UNIV CA-SAN DIEGO,CA,La Jolia,92023
011460,NATIONAL UNIVERSITY,CA,La Jolla,92037
1122,BIOLA UNIVERSITY,CA,La Mirada,90639
1216,UNIVERSITY LAVERNE,CA,La Verne,91750
023305,ART INSTITUTE SOUTHERN CAL,CA,Laguna Beach,92651
1113,ANTELOPE VALLEY COLLEGE,CA,Lancaster,93536
30357,LAS POSITAS COLLEGE,CA,Livermore,94551
1218,LOMA LINDA UNIVERSITY,CA,Loma Linda,92350
011246,BROOKS COLLEGE,CA,Long Beach,90804
1139,CALIFORNIA STATE UNIV-L BEACH,CA,Long Beach,90840
1219,LONG BEACH COMM COLLEGE,CA,Long Beach,90808
1199,FOOTHILL COLLEGE,CA,Los Altos Hills,94022
022220,AM FILM INST CTR ADVD FILM TV,CA,Los Angeles,90027
2741,AMERICAN JEWISH UNIVERSITY,CA,Los Angeles,90077
1140,CALIFORNIA STATE UNIV-LA,CA,Los Angeles,90032
021474,CLEVELAND CHIROPRATIC COL,CA,Los Angeles,90004
011112,FASHN INST DSGN MRCH,CA,Los Angeles,90015
013252,GRANTHAM COLL ENGINEERING,CA,Los Angeles,90720
4055,HEBREW UNION COLL,CA,Los Angeles,90007
012630,LIFE BIBLE COLLEGE,CA,Los Angeles,90086
1223,LOS ANGELES CITY COLLEGE,CA,Los Angeles,90029
4391,LOS ANGELES CITY COLLEGE,CA,Los Angeles,90029
4409,LOS ANGELES SOUTHWEST COLLEGE,CA,Los Angeles,90047
7047,LOS ANGELES SOUTHWEST COM COL,CA,Los Angeles,90017
4400,LOS ANGELES TRADE-TECH COLLEGE,CA,Los Angeles,90015
1227,LOS ANGELES TRADE-TECHNICAL,CA,Los Angeles,90015
011649,LOYOLA MARYMOUNT UNIVERSITY,CA,Los Angeles,90045
1243,MOUNT SAINT MARY'S COLLEGE,CA,Los Angeles,90049
1249,OCCIDENTAL COLLEGE,CA,Los Angeles,90041
1251,OTIS/PARSONS SCH ART/DESIGN,CA,Los Angeles,90045
020758,SOUTHERN CAL INST ARCH,CA,Los Angeles,90013
1295,SOUTHWESTERN UNIV SCHOOL LAW,CA,Los Angeles,90010
9170,UNIV CALIF LOS ANGLS,CA,Los Angeles,90024
1315,UNIVERSITY CALIF-LA,CA,Los Angeles,90095
1328,UNIVERSITY SOUTHERN CALIFORNIA,CA,Los Angeles,90089
8716,WEST COAST UNIVERSITY,CA,Los Angeles,90004
022624,YESHIVA OHR ELCH CHAB/WC TALM,CA,Los Angeles,90046
029151,YESHIVA UNIVERSITY-LOS ANGELES,CA,Los Angeles,90035
1264,PEPPERDINE UNIVERSITY,CA,Malibu,90263
021875,HEALD INST TECH-MARTINEZ,CA,Martinez,94553
1344,YUBA COLLEGE,CA,Marysville,95901
1236,MENLO COLLEGE,CA,Menlo Park,94027
1237,MERCED COLLEGE,CA,Merced,95348
1204,GOLDEN GATE BAPTIST SEMINARY,CA,Mill Valley,94941
029377,QUEEN HOLY ROSARY COLLEGE,CA,Mission San Jose,94539
4747,SADDLEBACK CMTY COLL SOUTH,CA,Mission Viejo,92692
8918,SADDLEBACK COM COLLEGE,CA,Missions Viejo,92692
1240,MODESTO JR COLLEGE,CA,Modesto,95350
1241,MONTEREY INSTITUTE INTL STUDIE,CA,Monterey,93940
1242,MONTEREY PENINSULA COLLEGE,CA,Monterey,93940
1310,NAVAL POSTGRADUATE SCHOOL,CA,Monterey,93943
1222,EAST LOS ANGELES COLLEGE,CA,Monterey Park,91754
4296,EAST LOS ANGELES COLLEGE,CA,Monterey Park,91754
7115,MOORPARK COLLEGE,CA,Moorpark,93021
1302,SAINT MARY'S COLLEGE CALIF,CA,Moraga,94556
022372,CALIFORNIA FAMILY STUDY CTR,CA,N Hollywood,91607
1247,NAPA VALLEY COLLEGE,CA,Napa,94558
1153,CAL STATE UNIV - NRTHRDGE,CA,Northridge,91330
1161,CERRITOS COLLEGE,CA,Norwalk,90650
4083,CERRITOS COLLEGE,CA,Norwalk,90650
1127,CALIFORNIA COL-ARTS CRAFTS,CA,Oakland,94618
7294,HEALD BUSINESS COLLEGE-OAKLAND,CA,Oakland,94612
1183,HOLY NAMES COLLEGE,CA,Oakland,94619
1266,LANEY COLLEGE,CA,Oakland,94607
1267,MERRITT COLLEGE,CA,Oakland,94619
1238,MILLS COLLEGE,CA,Oakland,94613
4490,PATTEN COLLEGE,CA,Oakland,94601
1265,PERALTA COM COLLEGE,CA,Oakland,94606
7012,SAMUEL MERRITT COLLEGE,CA,Oakland,94609
999898,ELDORADO COLLEGE,CA,Oceanside,
1239,MIRA COSTA COLLEGE,CA,Oceanside,92056
4582,MIRA COSTA COLLEGE,CA,Oceanside,92056
1164,CHAPMAN UNIVERSITY,CA,Orange,92866
4226,BUTTE COLLEGE,CA,Oroville,95965
8073,BUTTE COLLEGE,CA,Oroville,95965
012842,OXNARD COLLEGE,CA,Oxnard,93030
1182,COLLEGE DESERT,CA,Palm Desert,92260
4085,COLLEGE DESERT,CA,Palm Desert,92260
1185,REDWOODS C. C. DISTRICT,CA,Palm Desert,92260
021383,PACIFIC GRAD SCH PSYCH,CA,Palo Alto,94063
012447,AM ACAD DRAMATIC ARTS WEST,CA,Pasadena,91107
7024,AMERICAN ACADEMY DRAMATIC ARTS,CA,Pasadena,91107
1116,ART CENTER COLLEGE DESIGN,CA,Pasadena,91103
1200,FULLER THEOLOGICAL SEMINARY,CA,Pasadena,91182
1255,PACIFIC OAKS COLLEGE,CA,Pasadena,91103
1261,PASADENA CITY COLLEGE,CA,Pasadena,91106
4604,PASADENA CITY COLLEGE,CA,Pasadena,91106
1131,CALIFORNIA INST-TECHNOLOGY,CA,Passadena,91125
011611,WORLD COLLEGE WEST,CA,Petaluma,94952
010340,LOS MEDANOS COLLEGE,CA,Pittsburg,94565
1191,DIABLO VALLEY COLLEGE,CA,Pleasant Hill,94523
4484,J F KENNEDY UNIV,CA,Pleasant Hill,94523
1144,CAL POLYTECHNIC ST UNIV-POMONA,CA,Pomona,91768
024827,WESTERN UNIV HEALTH SCIENCE,CA,Pomona,91766
1268,PORTERVILLE COLLEGE,CA,Porterville,93257
8597,FEATHER RIVER COLLEGE,CA,Quincy,95971
7477,HEALD BUSINESS COLLEGE,CA,Rancho Cordova,95670
021209,ITT TECHNICAL INSTITUTE,CA,Rancho Cordova,95670
1163,CHAFFEY COMMUNITY COLLEGE,CA,Rancho Cucamonga,91737-3002
010474,MARYMOUNT COLLEGE,CA,Rancho Palos Verdes,90274
1289,SHASTA COLLEGE,CA,Redding,96049
4696,SHASTA COLLEGE,CA,Redding,96049
1291,SIMPSON COLLEGE,CA,Redding,96003
1308,REEDLEY COMMUNITY COLLEGE,CA,Reddley,93654
1322,UNIVERSITY REDLANDS,CA,Redlands,92373
4109,CANADA COLLEGE,CA,Redwood City,94061
010111,CERRO COSO COMMUNITY COLLEGE,CA,Ridgecrest,93555
1125,CALIFORNIA BAPTIST COLLEGE,CA,Riverside,92504
1215,LA SIERRA UNIVERSITY,CA,Riverside,92515
1270,RIVERSIDE COMM COLLEGE,CA,Riverside,92506
1316,UNIVERSITY CALIF-RIVERSIDE,CA,Riverside,92521
4515,MARYMOUNT-PALOS VERDES COLL,CA,Rnch Palos Verde,90274
1290,SIERRA COLLEGE,CA,Rockin,94109
1281,WILLIAM JESSUP UNIVERSITY,CA,Rocklin,95765
1281,WILLIAMS JESSUP UNIVERSITY,CA,Rocklin,95765
1156,SONOMA STATE UNIVERSITY,CA,Rohnert Park,94928
9158,DON BOSCO TECH INSTITIUTE,CA,Rosemead,91770
4279,DON BOSCO TECHNICAL INSTITUTE,CA,Rosemead,91770
012907,LAKE TAHOE COM COLLEGE,CA,S Lake Tahoe,96150
1150,CALIFORNIA STATE UNIV-SACRAMEN,CA,Sacramento,95819
4121,COSUMNES RIVER COLLEGE,CA,Sacramento,95823
1233,SACRAMENTO CITY COLLEGE,CA,Sacramento,95822
4670,SACRAMENTO CITY COLLEGE,CA,Sacramento,95822
1209,HARTNELL COLLEGE,CA,Salinas,93901
1279,SAN FRANCISCO THEOL SEMINARY,CA,San Anselimo,94960
1142,CALIFORNIA STATE UNIV-SAN BER,CA,San Bernardino,92407
4679,SAN BERNARDINO VALLEY COLL,CA,San Bernardino,92410
1272,SAN BERNARDINO VALLEY COLLEGE,CA,San Bernardino,92410
7713,SKYLINE COLLEGE,CA,San Bruno,94066
011117,CAL SCH PROF PSYCH-SAN DIEGO,CA,San Diego,92121
013106,CAL WESTERN SCHOOL LAW,CA,San Diego,92101
9273,COLEMAN COLLEGE,CA,San Diego,92123
011696,NATIONAL POLYTECHNIC COLLEGE SCIENCE,CA,San Diego,92123
1262,POINT LOMA NAZARENE COLLEGE,CA,San Diego,92106
1273,SAN DIEGO CITY COLL,CA,San Diego,92101
1275,SAN DIEGO MESA COLLEGE,CA,San Diego,92111
4735,SAN DIEGO MESA COLLEGE,CA,San Diego,92111
012662,SAN DIEGO MIRAMAR COLLEGE,CA,San Diego,92126
1151,SAN DIEGO STATE UNIVERSITY,CA,San Diego,92182
4728,SAN DIEGO-MIRAMAR COLLEGE,CA,San Diego,92126
1158,UNITED STATES INTL UNIV,CA,San Diego,92131
010395,UNIVSTY SAN DIEGO,CA,San Diego,92110
010854,WESTRN ST U COLL LAW,CA,San Diego,92110
022915,ITT TECHNICAL INSTITUTE,CA,San Dimas,91773
4404,LOS ANGELES MISSION COLLEGE,CA,San Fernando,91340
020992,AMERICAN CONSERVATORY THEATRE,CA,San Francisco,94102
012154,CAL INST INTEGRAL STUDIES,CA,San Francisco,94117
010301,CAL SCH PROF PSYC-CENTRAL,CA,San Francisco,94109
1135,CALIFORNIA COLLEGE PODIATRIC,CA,San Francisco,94115
1205,GOLDEN GATE UNIVERSITY,CA,San Francisco,94105
1210,HEALD INST TECH-SAN FRANCIS,CA,San Francisco,94105
1167,SAN FRANCISCO CITY COLLEGE,CA,San Francisco,94103-1292
1277,SAN FRANCISCO COLL MORTUARY,CA,San Francisco,94115
029032,SAN FRANCISCO COM COL DISTRICT,CA,San Francisco,94103
1278,SAN FRANCISCO CONS MUSIC,CA,San Francisco,94102
1154,SAN FRANCISCO STATE UNIVERSITY,CA,San Francisco,94132
021206,SAYBROOK GRADUATE SCHOOL,CA,San Francisco,94111
3947,UNIV CAL HASTINGS/LAW,CA,San Francisco,94102
1319,UNIVERSITY CALIF SAN FRANC,CA,San Francisco,94143
1325,UNIVERSITY SAN FRANCISCO,CA,San Francisco,94117
7234,HEALD INST TECH,CA,San Frncsco,94103
